nom,prix,type,annee,kilometrage,localisation
Mercedes-Benz Vito Long L2 Maxi Brygadówka Doka 6-miejsc Salon P,"18,008 USD",Other Trucks,2019,,Non spécifiée
Mercedes-Benz ATEGO / 1221 / ACC / E 6 / BURTOFIRANKA + WINDA /,"33,326 USD",Winch trucks,Non spécifiée,,Non spécifiée
Howo 371 6x4,"15,800 USD",Dump Trucks,2024,6122,"Jining,  CN"
Renault C 430,"111,086 USD",Dump Trucks,2017,,Non spécifiée
Iveco X-WAY / 400 / E 6 / BETONOMIESZARKA 9 M3 / 8 X 4,"121,493 USD",Concrete Trucks,Non spécifiée,,Non spécifiée
Iveco DAILY 50C15 4x2,"29,818 USD",Other Trucks,2013,76975,"-,  IT"
Scania R730,"244,390 USD",Dump Trucks,Non spécifiée,314414,"Lahti,  FI"
Scania R 480 8X4,"68,990 USD",Hook lift trucks,2012,411330,"Lahti,  FI"
Iveco ML120E25 4x2,"34,963 USD",Dump Trucks,2015,99419,"-,  DE"
Scania S660 6x2 Ekeri skåpbil,On Request,Box trucks,2026,62,"Varberg,  SE"
Scania R 730 LB8x4*4HNB + viljalava + pv,"116,933 USD",Dump Trucks,2017,535969,"Lahti,  FI"
Mercedes-Benz Atego 1224 K 4x2,"32,624 USD",Dump Trucks,2013,140243,"-,  DE"
Scania R660 6x2*4 Ekeri skåpbil 2026,On Request,Box trucks,2026,62,"Varberg,  SE"
Volvo FH540,"43,031 USD",Other Trucks,2018,560787,"Tampere,  FI"
Scania R 460 B6x2*4NB,"279,470 USD",Reefer Trucks,2024,105012,"Kouvola,  FI"
Iveco EuroCargo ML75E19 K 4x2,"23,270 USD",Dump Trucks,2015,111847,"-,  DE"
Iveco ML180E32 4x2,"46,656 USD",Dump Trucks,2016,91466,"-,  DE"
Mercedes-Benz Arocs 2648 / 6x4 / Chassi Kipper/ Retarder,"52,503 USD",Dump Trucks,2017,Non spécifié,"-,  DE"
MAN TGS 32.400 TM,On Request,Concrete Trucks,2013,112468,"Plattling,  DE"
MAN TGX 26.480,On Request,Demountable Trucks,2013,514495,"Plattling,  DE"
Renault D280.18,"42,096 USD",Reefer Trucks,2016,279617,"Sevilla,  ES"
SGDG Freireiter / PTC / ICE Ramme + Power Pac,"23,270 USD",Other Trucks,2000,Non spécifié,"-,  DE"
Volvo FM540,Pas de prix,Dump Trucks,2016,587882,"Brisbane,  AU"
"Iveco STRALIS AS260SY BDF, INTARDER MOTORSCHADEN NICHT F","11,576 USD",Container Trucks,2018,,"-,  AT"
Mercedes-Benz Actros 1842/1845/Koffer+LBW-2T./TÜV-27/Retarder/,"24,439 USD",Box trucks,2016,,"-,  DE"
Mercedes-Benz Antos 2543 6x2 Hiab 21T,On Request,Hook lift trucks,2014,,"-,  CH"
Mercedes-Benz Actros2543 Schlafkabine*Carrier*LIFT*Durchlader,"26,883 USD",Reefer Trucks,2017,558829,"-,  DE"
Volvo FH500 BDF*LIFT-LENK*Standklima*Navi*XENON*TOP,"38,576 USD",Container Trucks,2018,433577,"-,  DE"
MAN TGL 12.220 4x2 BL CH / Ladebordwand / Navi,"66,067 USD",Curtain Side Trucks,2021,98499,"-,  DE"
Volvo FH 420 6x2 LL EU5 Wechselfahrgestell,"23,270 USD",Cab & Chassis Trucks,2013,449251,"-,  DE"
Iveco AD 410 T45,"49,697 USD",Dump Trucks,2007,155343,"Rīga,  LV"
Mercedes-Benz Actros 2543L/Fahrschul-LKW/Retarder/TÜV/6X2/BDF,"22,217 USD",Cab & Chassis Trucks,2016,,"-,  DE"
Mercedes-Benz 822 Atego Doppelkabine 3Skipper + PK 7501 Kran,"46,656 USD",Dump Trucks,2007,68785,"-,  DE"
Volvo FH-420 4x2 LBW,"23,270 USD",Curtain Side Trucks,2014,,"-,  CH"
Mercedes-Benz Arocs 2645BB Meiller3-Seitenkipper/Bordmatik/6x4,"78,345 USD",Dump Trucks,2016,,"-,  DE"
Mercedes-Benz Actros+Anhänger/1842L/Koffer/Durschlade/2XLBW/,"31,455 USD",Box trucks,2016,,"-,  DE"
MAN TGL 12.250 Effer 35/3,"43,148 USD",Boom / Crane / Bucket Trucks,2018,,"-,  CH"
"MAN 26.420 TGS BL 6x2, Meiller AK 16NTG, Funk, Lenk","56,011 USD",Demountable Trucks,2018,Non spécifié,"-,  DE"
Mercedes-Benz Arocs 2645BB Meiller3-Seitenkipper/Bordmatik/6x4,"78,345 USD",Dump Trucks,2016,,"-,  DE"
MAN TGM / 18.320 / E 6 / WYWROTKA / 4 X 4 / HYDROBUR,"95,183 USD",Dump Trucks,2020,27962,"-,  PL"
"Mercedes-Benz Atego 818 Koffer, LBW, Klima, Luftfederung, Auto","45,592 USD",Box trucks,2023,65002,"-,  DE"
Scania G480 8x4 SZM/Pritsche Fassi 950,"257,136 USD",Boom / Crane / Bucket Trucks,2011,,"-,  CH"
DAF AS105XF / Lenkachse / ATLAS AK 85.2 A2 / KRAN,"45,370 USD",Hook lift trucks,2013,340729,"-,  DE"
"Iveco EUROCARGO 110-250* PLATFORM 4,60 m* 4x4","48,995 USD",Cab & Chassis Trucks,2018,24233,"-,  PL"
Iveco EUROCARGO 100E19 +PK 7001 H + FUNK * TOPZUSTAND,"53,672 USD",Dump Trucks,2016,164042,"-,  PL"
"Mercedes-Benz 4145 K Arocs 8x4, Meiller RK30.70K, Funk, 285tkm","80,567 USD",Hook lift trucks,2017,Non spécifié,"-,  DE"
Mercedes-Benz Actros 2643 Chassis 6x4 Full Steel V6 EPS Gearbox,"33,267 USD",Cab & Chassis Trucks,2003,177237,"'s-Hertogenbosch,  NL"
Mercedes-Benz Arocs 3242,On Request,Dump Trucks,2020,222917,"-,  PT"
"Scania R500B6X2*4NB full air,RETARDER,only 232162km!!","126,872 USD",Reefer Trucks,2021,144259,"Paide,  EE"
"Scania G450B6X2*4NB full air,RETARDER,only 196002km!!","124,884 USD",Reefer Trucks,2021,121790,"Paide,  EE"
CAT D735 jednostranný vyklápač 6x6 dumper VIN 306,"45,487 USD",Dump Trucks,2002,15429,"Jurská cesta 4821/3, 934 01 Levice, Slovakia,  SK"
Scania P500 P 6X2 BDF Lift+steering axle 2500kg Ladebordw,"64,079 USD",Demountable Trucks,2019,111061,"Veghel,  NL"
Scania R410 4X2 LNG Engine BDF 1500kg Ladebordwand Retard,"26,661 USD",Demountable Trucks,2020,467931,"Veghel,  NL"
Mercedes-Benz Actros 2553 6X2 Chassis Full Air suspension Lift+s,"40,810 USD",Cab & Chassis Trucks,2018,416027,"Veghel,  NL"
Scania P500 P 6X2 Full Air Zepro 2500kg Ladebordwand Lift,"55,894 USD",Demountable Trucks,2019,265614,"Veghel,  NL"
Renault D 210 / MARREL *ACCIDENTE*DAMAGED*UNFALL*,"29,116 USD",Hook lift trucks,2020,107994,"FRAIZE, Grand Est,  FR"
Mercedes-Benz 2648 Actros,On Request,Tank Trucks,2016,447614,"Raahe,  FI"
Scania P400 P400 8X2,"39,699 USD",Tank Trucks,2011,517818,"Groot-Ammers,  NL"
Renault Premium 420 Multilift 6x2 Manual Gearbox Aircondit,"11,050 USD",Hook lift trucks,2004,323564,"'s-Hertogenbosch,  NL"
MAN TGS 28.440 Retarder 20 Ton haakarmsysteem,"28,649 USD",Hook lift trucks,2011,271935,"ANDELST,  NL"
MAN TGS 26.400 6X2 HAAK+KRAAN,"26,836 USD",Hook lift trucks,2008,507767,"Groot-Ammers,  NL"
"Mercedes-Benz Actros 3236 8x4, EPS, Steel suspension, Liebherr","38,471 USD",Concrete Trucks,2007,311307,"EDE,  NL"
Renault Midlum 280 dxi 4x2 gas tank 19 m3,"28,064 USD",Tank Trucks,2008,241403,"Hoogerheide,  NL"
Scania R 500 LB8X4,"88,752 USD",Boom / Crane / Bucket Trucks,2013,410969,"Kuopio,  FI"
Mercedes-Benz Arocs 3542 Schwing,"142,658 USD",Concrete Trucks,2016,94448,"Wejherowo, pomorskie,  PL"
Scania R C-6X2,"23,375 USD",Hook lift trucks,2006,707968,"Reijola,  FI"
Volvo FH 540,"48,313 USD",Box trucks,2018,525853,"Dalarna, Dalarnas län,  SE"
Volvo FM 330 4x2 RB,"35,068 USD",Box trucks,2012,406932,"Reijola,  FI"
MAN TGS 35.500 8x4 Full Steel Meiller 16m³ Kipper,"76,006 USD",Dump Trucks,2018,234949,"ANDELST,  NL"
Volvo FH 6X2 serie 5053,On Request,Box trucks,2018,397028,"Trelleborg, Skåne län,  SE"
Howo 371,"24,152 USD",Boom / Crane / Bucket Trucks,2024,9321,"-,  CN"
Mercedes-Benz Arocs 4148,"102,901 USD",Dump Trucks,2025,Non spécifié,"-,  DE"
Scania R 500 6X2,"22,100 USD",Dump Trucks,2005,251034,"Turku,  FI"
Scania G440 8X4,"70,043 USD",Boom / Crane / Bucket Trucks,2011,300744,"Turku,  FI"
Volvo FM 12.380 6x4 Full Steel Suspension Manuel Gearbox,"15,669 USD",Hook lift trucks,2000,413542,"'s-Hertogenbosch,  NL"
Scania R450 6x2*4 | 21 ton haak arm | gestuurd | full air,"46,715 USD",Hook lift trucks,2017,599623,"Druten,  NL"
Tatra PHOENIX VS-MONT 8x8 1str. vyklápač 20 m3 VIN 937,"87,583 USD",Dump Trucks,2018,91919,"Jurská cesta 4821/3, 934 01 Levice, Slovakia,  SK"
Renault MASTER odťahovka E5a manual VIN 806,"17,423 USD",Car Haulers,2012,160878,"Jurská cesta 4821/3, 934 01 Levice, Slovakia,  SK"
Tatra PHOENIX VS-MONT 8x8 1str. vyklápač 20 m3 VIN 937,"87,583 USD",Dump Trucks,2018,91919,"Jurská cesta 4821/3, 934 01 Levice, Slovakia,  SK"
Iveco TRAKKER 190T36W 4x4 3-way tipper,"34,963 USD",Dump Trucks,2009,65251,"Krásna ves, Trenčiansky,  SK"
Volvo FMX 500 6X2 NEW! Chassis with superstructure for c,"163,589 USD",Flatbed Trucks,2023,310,"Veghel,  NL"
DAF CF 230 closed box truck,"13,915 USD",Box trucks,2017,577254,"Schiedam,  NL"
Scania R 420 6x2 PK 18002 / PALFINGER T 17 ton / L=4700 m,"48,995 USD",Boom / Crane / Bucket Trucks,2007,486169,"Lääne-Harju vald,  EE"
Scania P124 CB 8X4 HZ/400 3way tipper RETARDER,"20,931 USD",Dump Trucks,1997,40868,"Krásna ves, Trenčiansky,  SK"
Mercedes-Benz Antos 2546 6X2 Steering Axle Full Air suspension L,"58,350 USD",Box trucks,2018,221813,"Veghel,  NL"
Volvo FH 500 6x2*4 SUPRA 1250 Mt / BOX L=7482 mm,"70,043 USD",Reefer Trucks,2021,384337,"Lääne-Harju vald,  EE"
Volvo FH 500 6x2*4 FOR SALE AS CHASSIS / 9 TON FRONT AXL,"65,366 USD",Cab & Chassis Trucks,2021,384337,"Lääne-Harju vald,  EE"
Volvo FM 400 6x2*4 EURO3 + Palfinger PK20002 + AJK HOOKL,"41,979 USD",Boom / Crane / Bucket Trucks,2006,370123,"Otepää vald,  EE"
Mercedes-Benz Arocs 3363 6x4 FULL STEEL / DRUM BRAKES / BOX L=58,"81,736 USD",Dump Trucks,2022,78471,"Lääne-Harju vald,  EE"
Mercedes-Benz Tippbil Arocs 2636,"48,959 USD",Dump Trucks,2016,Non spécifié,"Stockholm,  SE"
MAN TGL,"26,778 USD",Car Haulers,2011,634808,"brc_trucks,  LT"
Scania P 94,"31,572 USD",Demountable Trucks,1997,337715,"ROVANIEMI,  FI"
Volvo FM Tienhoito / imu / lakaisuauto,"33,794 USD",Other Trucks,2009,167074,"ROVANIEMI,  FI"
Nissan ATLEON 56.15 LARGO CAJA 5.52m.,"34,846 USD",Curtain Side Trucks,2008,75601,"ALICANTE, Comunidad Valenciana,  ES"
DAF CF 400 4X2 FRONTAL CABIN DAMAGE VDL P14 Skiploader,"28,649 USD",Skip loader trucks,2017,196875,"Veghel,  NL"
Shacman F3000 8x4,"17,500 USD",Dump Trucks,2024,6214,"Hefei,  CN"
DAF CF 75,"13,447 USD",Hook lift trucks,2011,345089,"Balen, Antwerpen,  BE"
德龙 3000,"10,000 USD",Skip loader trucks,2016,3107,"-,  CN"
Howo 371,"26,347 USD",Dump Trucks,2024,9321,"-,  CN"
Mercedes-Benz Arocs 3348 6X4 Palfinger Epsilon M120Z79TR Crane +,"81,736 USD",Hook lift trucks,2014,326112,"Veghel,  NL"
Scania R540 6X2 BDF Lift axle Full Air suspension Automat,"52,503 USD",Demountable Trucks,2020,346417,"Veghel,  NL"
Scania R580LB8x4*4HNB,"27,947 USD",Cab & Chassis Trucks,2016,448008,"Lieto, Varsinais-Suomi,  FI"
"Scania G 410 EURO 6e, CNG, 8x4, Retarder, Fassi","175,283 USD",Flatbed Trucks,2023,4229,"EDE,  NL"
Volvo FH 13,"44,435 USD",Cab & Chassis Trucks,2020,726072,"Kankaanpää, Satakunta,  FI"
MAN 18.250 TGM,"18,651 USD",Box trucks,2010,464759,"Vuren, The Netherlands,  NL"
Scania L56 4x2,On Request,Other Trucks,1966,Non spécifié,"-,  DK"
Iveco Stralis X-Way 570,"175,400 USD",Dump Trucks,2020,237985,"ROVANIEMI,  FI"
Scania 55 6x2,On Request,Other Trucks,1963,Non spécifié,"-,  DK"
Opel Movano,"26,895 USD",Other Trucks,2021,,Non spécifiée
Iveco Dally + trailer,"46,656 USD",Winch trucks,2019,,Non spécifiée
Mercedes-Benz ATEGO 1227 LIFT 1.HAND WECHSELBRÜCKE WECHSELFAHRGE,"106,877 USD",Curtain Side Trucks,2024,,Non spécifiée
Iveco 35-140 DAILY 35S14 2.3 HPI,"23,153 USD",Other Trucks,2020,,Non spécifiée
Iveco DAILY 35S18HA8,"35,314 USD",Other Trucks,2022,,Non spécifiée
Renault Maxity Cabstar / tail lift,"14,500 USD",Dump Trucks,2016,,Non spécifiée
Iveco Daily 35C14 / double cab,"49,697 USD",Other Trucks,2022,,Non spécifiée
Ford Transit Custom Kombi 320 L2H1 Trend,"18,008 USD",Other Trucks,2020,,Non spécifiée
Mercedes-Benz AXOR 1824 4x4 PALFINGER PK 8500 Crane Kran,"56,128 USD",Dump Trucks,2009,,Non spécifiée
Renault Master,"32,741 USD",Other Trucks,2022,,Non spécifiée
Scania R480 8x2 Palfinger PK 65002 SH Crane,"128,626 USD",Car Haulers,2011,,Non spécifiée
Scania P280,On Request,Box trucks,2019,Non spécifié,"-,  SE"
MAN TGS 41.460,"105,824 USD",Dump Trucks,2019,,Non spécifiée
Volvo FMX 410 / 8x4 / GRUSZKA / BETONOMIESZARKA / LIEBHE,"67,236 USD",Concrete Trucks,2014,,Non spécifiée
MAN TGM / 18.320 / E 6 / WYWROTKA / 4 X 4 / HYDROBURTA,"96,937 USD",Dump Trucks,Non spécifiée,,Non spécifiée
Mercedes-Benz Sprinter 514,"34,261 USD",Other Trucks,2021,,Non spécifiée
MAN TGE 3.180 / 4X4,"37,419 USD",Other Trucks,2019,,Non spécifiée
Shacman F3000 8x4,"17,500 USD",Dump Trucks,2024,6214,"Hefei,  CN"
Howo 6*4 371,"18,000 USD",Dump Trucks,2024,Non spécifié,"-,  CN"
Volvo FH 16,"33,911 USD",Log trucks,2012,565448,"Kankaanpää, Satakunta,  FI"
Shacman F3000 8x4,"17,500 USD",Dump Trucks,2024,6214,"Hefei,  CN"
"Mercedes-Benz Arocs 2651 K 6x4, Retarder, Bordmatik","74,720 USD",Dump Trucks,2016,280580,"-,  DE"
"Iveco ML80E21 4x2, 2x AHK, mehrfach vorhanden!","46,656 USD",Dump Trucks,2022,14105,"-,  DE"
"Iveco ML80E21 4x2, 2x AHK, mehrfach vorhanden!","50,164 USD",Dump Trucks,2023,9787,"-,  DE"
"Iveco ML80E21 4x2, 2x AHK, mehrfach vorhanden!","50,164 USD",Dump Trucks,2023,9196,"-,  DE"
"Iveco ML80E21 4x2, 2x AHK, mehrfach vorhanden!","40,810 USD",Cab & Chassis Trucks,2023,9787,"-,  DE"
"Iveco ML80E21 4x2, 2x AHK, mehrfach vorhanden!","45,487 USD",Dump Trucks,2022,20878,"-,  DE"
"Iveco ML80E21 4x2, 2x AHK, mehrfach vorhanden!","38,471 USD",Cab & Chassis Trucks,2022,14105,"-,  DE"
"Iveco ML80E21 4x2, 2x AHK, mehrfach vorhanden!","50,164 USD",Dump Trucks,2023,10750,"-,  DE"
"Iveco ML80E21 4x2, 2x AHK, mehrfach vorhanden!","43,148 USD",Cab & Chassis Trucks,2024,6649,"-,  DE"
"MAN TGS 26.500 6x4 BB, Intarder, Bordmatik","77,059 USD",Dump Trucks,2017,193218,"-,  DE"
"Iveco ML80E21 4x2, 2x AHK, mehrfach vorhanden!","48,995 USD",Dump Trucks,2023,15721,"-,  DE"
"Iveco ML80E21 4x2, 2x AHK, mehrfach vorhanden!","44,318 USD",Dump Trucks,2021,22245,"-,  DE"
"Iveco ML80E21 4x2, 2x AHK, mehrfach vorhanden!","50,164 USD",Dump Trucks,2023,9165,"-,  DE"
Scania R480 6x2*4 - Livestock 19.2M2 - Retarder - Full ai,"34,963 USD",Animal transport trucks,2009,364276,"Ravenstein,  NL"
Ford Exursion,"7,269 USD",Other Trucks,2001,Non spécifié,"Røros,Trøndelag,  NO"
Renault Master,"20,931 USD",Box trucks,2019,67534,"Neuville saint-Amand,  FR"
Isuzu FVM1400 6x2 Van Truck,Pas de prix,Box trucks,2001,258554,"Newcastle,  AU"
Kenworth T410SAR,Pas de prix,Dump Trucks,2022,182202,"Geelong,  AU"
Mack CMHR Trident,Pas de prix,Dump Trucks,2018,440422,"Brisbane,  AU"
Kenworth T410SAR,Pas de prix,Dump Trucks,2022,122861,"Geelong,  AU"
Kenworth T410SAR,Pas de prix,Dump Trucks,2022,162713,"Geelong,  AU"
Kenworth T410SAR,Pas de prix,Dump Trucks,2022,177363,"Geelong,  AU"
Mercedes-Benz Actros2536 Lift*Carrier Supra 1250*Schlafkabine,"31,560 USD",Reefer Trucks,2016,296174,"-,  DE"
Mercedes-Benz Antos 1843 Komplettzug*6Kammer*51t ltr*LENK*SILO,"63,132 USD",Tank Trucks,2015,365999,"-,  DE"
"Iveco EUROCARGO 180-280 TIEFKüHLER, CARRIER SUPRA 1250,","33,794 USD",Reefer Trucks,2018,,"-,  AT"
"Iveco EUROCARGO 120E22 PLANE, SCHALTER LBW","13,915 USD",Curtain Side Trucks,2015,,"-,  AT"
MAN TGM 18.250 4x2 Fragtbil,On Request,Curtain Side Trucks,2014,,"-,  DK"
Volkswagen CRAFTER PRITSCHE PLANE 3 SITZE,"12,746 USD",Flatbed Trucks,2016,,"-,  AT"
Dacia Duster II Comfort-Edition*Schalter*Klima,"9,343 USD",Other Trucks,2019,87147,"-,  DE"
Volvo FM 340 4x2 Fragtbil,On Request,Curtain Side Trucks,2015,,"-,  DK"
MAN TGM 15.250 / Junge Curtainsider / Like NEW !,"116,816 USD",Curtain Side Trucks,2023,174,"-,  DE"
Scania 2200-6S,On Request,Flatbed Trucks,2007,80950,"Castellón,  es"
MAN TGS 28.400 6X4H-4 BL,"41,979 USD",Dump Trucks,2010,85252,"-,  DE"
Mercedes-Benz Atego 1524 Palfinger 12002 bis 19 Meter,"65,366 USD",Flatbed Trucks,2013,100973,"-,  DE"
MAN TGA 26.430 6X4H/4 BL,"34,963 USD",Cab & Chassis Trucks,2006,62324,"-,  DE"
Mercedes-Benz Actros 3244 8x4 FASSI F600AXP 26 Crane Fly JIb,"149,440 USD",Boom / Crane / Bucket Trucks,2007,159692,"-,  PL"
Renault D14 220 3Skipper + Effer 65 2S Kran,"51,217 USD",Dump Trucks,2016,99946,"-,  DE"
XCMG XPT70K,On Request,Other Trucks,Non spécifiée,,"MIJNSHEERENLAND,  NL"
Absetzmulde,"1,146 USD",Demountable Trucks,1998,62137,"-,  DE"
Mercedes-Benz Atego 1018 L/ 5m Böse Getränkeaufbau,"11,576 USD",Beverage Trucks,2008,206636,"-,  DE"
Scania P250,"23,270 USD",Reefer Trucks,2015,247135,"-,  DE"
Mercedes-Benz Atego 1018 L/ 5m Böse Getränkeaufbau,"11,576 USD",Beverage Trucks,2008,206636,"-,  DE"
Renault Master JK Pferdetransporter 3-Sitzer,"76,006 USD",Animal transport trucks,2025,,"-,  DE"
MAN TGX 26.510 / LBW,"39,640 USD",Cab & Chassis Trucks,2022,415697,"-,  DE"
Volvo FM 450 Euro 6 Kühlkoffer Carrier LBW Lift,"25,608 USD",Reefer Trucks,2014,320063,"-,  DE"
Mercedes-Benz Atego 1524 Palfinger 12002 bis 19 Meter,"65,366 USD",Boom / Crane / Bucket Trucks,2013,100973,"-,  DE"
Scania R420 Montagekran Fassi 135 bis 23 Meter,"77,059 USD",Flatbed Trucks,2012,19138,"-,  DE"
Iveco EuroCargo 80E15 Kran Atlas 60.1,"11,576 USD",Boom / Crane / Bucket Trucks,1997,87240,"-,  DE"
Scania G 410 6x4 3-Achs Kipper Meiller Bordmatik,"73,551 USD",Dump Trucks,2015,,"-,  DE"
Scania G 410 6x4 3-Achs Kipper Meiller Bordmatik,"73,551 USD",Dump Trucks,2015,,"-,  DE"
MAN TG-S 35.500 8x4 BB 4 Achs Muldenkipper Intarder,"93,429 USD",Dump Trucks,2018,,"-,  DE"
MAN TG-M 18.340 4x4 BB 2-Achs Allradkipper Kran Funk,"80,567 USD",Dump Trucks,2014,,"-,  DE"
Mercedes-Benz Actros 2543 L 6x2 Kühlkoffer Thermo King T120R,"103,953 USD",Reefer Trucks,2022,,"-,  DE"
Mercedes-Benz MERCEDES BENZ Arocs 3251 8x4 Fassi F 485A.2.26 C,"115,179 USD",Boom / Crane / Bucket Trucks,2016,454822,"-,  PL"
MAN TG-M 18.340 4x4 BB 2-Achs Allradkipper Kran Funk,"80,567 USD",Dump Trucks,2014,,"-,  DE"
MAN TGS 28.400 6X4H-4 BL,"41,979 USD",Cab & Chassis Trucks,2010,85252,"-,  DE"
MAN TG-M 18.340 4x4 BB 2-Achs Allradkipper Kran Funk,"80,567 USD",Dump Trucks,2014,,"-,  DE"
MAN TG-S 35.500 8x4 BB 4 Achs Muldenkipper Intarder,"93,429 USD",Dump Trucks,2018,,"-,  DE"
Scania R420 Montagekran Fassi 135 bis 23 Meter,"77,059 USD",Boom / Crane / Bucket Trucks,2012,19138,"-,  DE"
Mercedes-Benz Actros 1835 L 4x2 Kühlkoffer Thermo King T 1200,"113,308 USD",Reefer Trucks,2024,,"-,  DE"
"Mercedes-Benz Atego 1530 / LBW / Klima / Innenhöhe 2,8 m","19,762 USD",Curtain Side Trucks,2014,343618,"-,  DE"
MAN TGS 26.400,"46,656 USD",Tank Trucks,2012,250413,"-,  EE"
Iveco Eurocargo 120E21 + euro 6 + lift + 12t + 5x in sto,On Request,Box trucks,2020,265095,"Roosendaal,  NL"
MAN L2000 + manual + low km,"6,958 USD",Box trucks,2005,79922,"Roosendaal,  NL"
Iveco Trakker 500,"35,080 USD",Dump Trucks,2007,367852,"Bezirk Perg WEGA GmbH, Oberösterreich,  AT"
Iveco EUROCARGO ML120E25 dvojstrannka E5 VIN 048 - NEW T,"9,355 USD",Curtain Side Trucks,2010,477716,"Jurská cesta 4821/3, 934 01 Levice, Slovakia,  SK"
Iveco 120E dvojstrannka EEV manual VIN 481,"8,185 USD",Curtain Side Trucks,2013,686913,"Jurská cesta 4821/3, 934 01 Levice, Slovakia,  SK"
Ford Transit,On Request,Flatbed Trucks,2017,148144,"Saarlouis,  DE"
Volvo FH 13 540,On Request,Boom / Crane / Bucket Trucks,2021,Non spécifié,"-,  FI"
Howo 371,"19,029 USD",Dump Trucks,2024,6214,"-,  CN"
Scania P 124 420 6X4 / HIAB 122 E-4 PRO / MANUAL GEARBOX,"30,987 USD",Hook lift trucks,2002,Non spécifié,"Breda,  NL"
Renault C 460,"53,672 USD",Dump Trucks,2015,249636,"Roermond, Limburg,  NL"
Volvo FL6 180,"7,708 USD",Dump Trucks,2002,224473,"Bochnia, małopolskie,  PL"
Volvo FMX 460 6X4 Palfinger PK24001-K Kran Crane 12m3 WA,"81,736 USD",Dump Trucks,2023,283893,"Veghel,  NL"
Iveco Eurocargo ML80E21K Meiller 4m³ kipper Just 11.291,"50,866 USD",Dump Trucks,2023,7016,"ANDELST,  NL"
Volvo FM 42 R med rotator och hycover,"126,863 USD",Skip loader trucks,2021,,Non spécifiée
Mercedes-Benz ACTROS L. 2651,"303,909 USD",Boom / Crane / Bucket Trucks,2024,88856,"-,  PL"
Iveco Eurocargo ML80E21K Meiller 4m³ kipper Just 11.103,"50,866 USD",Dump Trucks,2023,6899,"ANDELST,  NL"
Scania P360 6x2*4,"58,350 USD",Boom / Crane / Bucket Trucks,2010,359463,"Vantaa,  FI"
Mercedes-Benz ACTROS 2542 6x2 FASSI F365 + JIB,On Request,Boom / Crane / Bucket Trucks,2013,307509,"-,  PL"
Scania P420 8x2,"57,297 USD",Boom / Crane / Bucket Trucks,2008,473858,"Pirkkala, Pirkanmaa,  FI"
"Scania G 410 EURO 6d, CNG, 6x2, Retarder, Hiab","81,736 USD",Dump Trucks,2020,122410,"EDE,  NL"
DAF CF 75.360 -2013 endast 26500 mil.,On Request,Box trucks,2013,164663,"-,  SE"
Volvo N 1025,"23,270 USD",Dump Trucks,1973,371358,"Humppila, Kanta-Häme,  FI"
Volvo N 12,On Request,Concrete Trucks,1991,298258,"Jalasjärvi, Etelä-Pohjanmaa,  FI"
DAF CF 450 M4SN3,On Request,Cab & Chassis Trucks,2020,321249,"Geffen,  NL"
MAN TGA 26.460,"30,818 USD",Hook lift trucks,2003,315035,"-,  FI"
MAN TGL 8.180,On Request,Flatbed Trucks,2005,339144,"Brušperk,  CZ"
Volvo FH 500,On Request,Cab & Chassis Trucks,2017,483031,"Myszków,  PL"
Mercedes-Benz ACTROS 2542,On Request,Cab & Chassis Trucks,2016,601350,"Myszków,  PL"
Volvo FM 440 + KASSBOHRER VARIO TRANS 6018,On Request,Cab & Chassis Trucks,2007,365068,"Mošovce,  SK"
MAN TGA 33.480 6X6 BL + HR,On Request,Dump Trucks,2007,,Non spécifiée
MAN TGS 44.460 8X6,On Request,Dump Trucks,2021,40462,"Žilina,  SK"
MAN TGX 24.510 6X2,On Request,Flatbed Trucks,2020,313681,"Královské Poříčí,  CZ"
MAN TGA 26.310 6X2-2 BL(26.313 FNLC),On Request,Cab & Chassis Trucks,2005,230547,"Zábřeh,  CZ"
Mercedes-Benz 616 CDI 5-seater flatbed truck as a repair object,"6,216 USD",Flatbed Trucks,2002,86992,"Hordaland,  NO"
Iveco Trakker 10x4 maansiirtoauto vuokraus,"409
          USD / DAY",Dump Trucks,2014,279617,"-,  FI"
Scania R-serie,"68,990 USD",Demountable Trucks,2017,403891,"Raskaspari Mikkeli,  FI"
MAN TGL 10.220,On Request,Flatbed Trucks,2014,95239,"Košice,  SK"
Howo 371,"18,736 USD",Dump Trucks,2024,6214,"-,  CN"
MAN TGM 18.250,On Request,Cab & Chassis Trucks,2009,Non spécifié,"Nysa,  PL"
MAN TGA 33.480 6X6 BL + HR,On Request,Dump Trucks,2007,,Non spécifiée
MAN TGS 44.460 8X6,On Request,Dump Trucks,2021,40462,"Žilina,  SK"
MAN TGX 24.510 6X2,On Request,Flatbed Trucks,2020,313681,"Královské Poříčí,  CZ"
MAN TGA 26.310 6X2-2 BL(26.313 FNLC),On Request,Cab & Chassis Trucks,2005,230547,"Zábřeh,  CZ"
Scania R p ja nex gene,"1,855 USD",Other Trucks,Non spécifiée,Non spécifié,"Pori,  FI"
Scania P420,"18,449 USD",Hook lift trucks,2005,303229,"Pori,  FI"
Scania R113-380 Schwarzmuller 3 side tipper,On Request,Dump Trucks,1995,233826,"Deventer,  NL"
"Mercedes-Benz Antos 2535 EURO 6, 6x2, Palfinger","58,350 USD",Flatbed Trucks,2015,255383,"EDE,  NL"
Volvo FM12,"22,175 USD",Hook lift trucks,2006,351696,"Pori,  FI"
